symbol,cik,exchange,filing_type,sec_form,source_url,source_published_at,retrieved_at,filing_path,section_start,section_end,accession_or_document_id,accession_number,primary_document,sec_form_original,acceptance_datetime,report_date,sec_submission_url,filing_selection_policy,filing_selection_tier,filing_selection_family,selection_reason,selected_sec_form_base,newer_supported_filing_displaced_count,newer_supported_filing_forms,lower_tier_newer_filing_forms,foundational_candidate_count,business_prospectus_424b_candidate_count,supplement_424b_candidate_count,unknown_424b_candidate_count,selection_warnings
RGTI,0001838359,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1838359/000110465926105662/tm2624940d1_8k.htm,2026-09-08,2026-09-25,,,,0001104659-26-105662/tm2624940d1_8k.htm,0001104659-26-105662,tm2624940d1_8k.htm,8-K,2026-09-08T11:25:18.000Z,2026-09-04,https://data.sec.gov/submissions/CIK0001838359.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
RIOT,0001167419,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1167419/000110465926097330/riot-20260810x8k.htm,2026-08-14,2026-09-25,,,,0001104659-26-097330/riot-20260810x8k.htm,0001104659-26-097330,riot-20260810x8k.htm,8-K,2026-08-14T21:00:29.000Z,2026-08-10,https://data.sec.gov/submissions/CIK0001167419.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
RKLB,0001819994,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1819994/000175392626001769/g085951_8k.htm,2026-09-15,2026-09-25,,,,0001753926-26-001769/g085951_8k.htm,0001753926-26-001769,g085951_8k.htm,8-K,2026-09-15T10:44:20.000Z,2026-09-15,https://data.sec.gov/submissions/CIK0001819994.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
SATL,0001874315,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1874315/000187431526000042/satl-20260904.htm,2026-09-08,2026-09-25,,,,0001874315-26-000042/satl-20260904.htm,0001874315-26-000042,satl-20260904.htm,8-K,2026-09-08T20:18:07.000Z,2026-09-04,https://data.sec.gov/submissions/CIK0001874315.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
SEI,0001697500,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1697500/000119312526399432/d61421d8k.htm,2026-09-23,2026-09-25,,,,0001193125-26-399432/d61421d8k.htm,0001193125-26-399432,d61421d8k.htm,8-K,2026-09-23T20:15:54.000Z,2026-09-22,https://data.sec.gov/submissions/CIK0001697500.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
SMR,0001822966,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1822966/000110465926094073/tm2622138d2_8k.htm,2026-08-11,2026-09-25,,,,0001104659-26-094073/tm2622138d2_8k.htm,0001104659-26-094073,tm2622138d2_8k.htm,8-K,2026-08-11T20:21:05.000Z,2026-08-11,https://data.sec.gov/submissions/CIK0001822966.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
SPCX,0001181412,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1181412/000162828026056945/spcx-20260814.htm,2026-08-14,2026-09-25,,,,0001628280-26-056945/spcx-20260814.htm,0001628280-26-056945,spcx-20260814.htm,8-K,2026-08-14T12:23:02.000Z,2026-08-14,https://data.sec.gov/submissions/CIK0001181412.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
STDN,0002086716,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2086716/000162828026060827/stdn-20260908.htm,2026-09-08,2026-09-25,,,,0001628280-26-060827/stdn-20260908.htm,0001628280-26-060827,stdn-20260908.htm,8-K,2026-09-08T14:00:17.000Z,2026-09-08,https://data.sec.gov/submissions/CIK0002086716.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
USAR,0001970622,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1970622/000121390026100190/ea0305526-8k_usarare.htm,2026-09-15,2026-09-25,,,,0001213900-26-100190/ea0305526-8k_usarare.htm,0001213900-26-100190,ea0305526-8k_usarare.htm,8-K,2026-09-15T21:04:10.000Z,2026-09-15,https://data.sec.gov/submissions/CIK0001970622.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
VIP,0001844971,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1844971/000119380526001214/e665775_8k-vulcan.htm,2026-09-10,2026-09-25,,,,0001193805-26-001214/e665775_8k-vulcan.htm,0001193805-26-001214,e665775_8k-vulcan.htm,8-K,2026-09-10T21:07:45.000Z,2026-09-10,https://data.sec.gov/submissions/CIK0001844971.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
VOYG,0001788060,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1788060/000162828026057100/voyg-20260814.htm,2026-08-14,2026-09-25,,,,0001628280-26-057100/voyg-20260814.htm,0001628280-26-057100,voyg-20260814.htm,8-K,2026-08-14T20:07:09.000Z,2026-08-14,https://data.sec.gov/submissions/CIK0001788060.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
VRT,0001674101,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1674101/000162828026063311/vrt-20260924.htm,2026-09-24,2026-09-25,,,,0001628280-26-063311/vrt-20260924.htm,0001628280-26-063311,vrt-20260924.htm,8-K,2026-09-24T10:38:08.000Z,2026-09-24,https://data.sec.gov/submissions/CIK0001674101.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
WULF,0001083301,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1083301/000108330126000166/wulf-20260630.htm,2026-08-05,2026-09-25,,,,0001083301-26-000166/wulf-20260630.htm,0001083301-26-000166,wulf-20260630.htm,10-Q,2026-08-05T20:31:02.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001083301.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
WYFI,0002042022,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2042022/000121390026099424/ea0305257-8k_white.htm,2026-09-14,2026-09-25,,,,0001213900-26-099424/ea0305257-8k_white.htm,0001213900-26-099424,ea0305257-8k_white.htm,8-K,2026-09-14T10:03:22.000Z,2026-09-14,https://data.sec.gov/submissions/CIK0002042022.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
XNDU,0002097163,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2097163/000121390026095089/ea0302726-6k_xanadu.htm,2026-08-28,2026-09-25,,,,0001213900-26-095089/ea0302726-6k_xanadu.htm,0001213900-26-095089,ea0302726-6k_xanadu.htm,6-K,2026-08-28T20:30:28.000Z,2026-08-28,https://data.sec.gov/submissions/CIK0002097163.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
XTND,0002111860,NYSE,S-4,S-4/A,https://www.sec.gov/Archives/edgar/data/2111860/000119312526330400/d121457ds4a.htm,2026-08-03,2026-09-25,,,,0001193125-26-330400/d121457ds4a.htm,0001193125-26-330400,d121457ds4a.htm,S-4/A,2026-08-03T19:20:15.000Z,,https://data.sec.gov/submissions/CIK0002111860.json,latest-supported,transaction_or_proxy_filing,transaction_or_proxy_filing,selected_latest_supported_filing,S-4,0,,,0,0,0,0,
YSS,0002086587,NYSE,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/2086587/000162828026056874/yss-20260630.htm,2026-08-14,2026-09-25,,,,0001628280-26-056874/yss-20260630.htm,0001628280-26-056874,yss-20260630.htm,10-Q,2026-08-13T22:17:19.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0002086587.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
